title,condition,transmission,make,model,year,location,price
Honda Accord 2008 Red,local used,automatic,Honda,Accord,2008,Karu,"₦ 6,960,937"
Volkswagen Tiguan 2010 Black,local used,automatic,Volkswagen,Tiguan,2010,Lugbe District,"₦ 5,456,000"
Honda Pilot 2009 Silver,local used,automatic,Honda,Pilot,2009,Ikorodu,"₦ 8,250,000"
Toyota Solara 1999 Silver,local used,automatic,Toyota,Solara,1999,Abeokuta North,"₦ 2,970,000"
Honda CR-V 2008 Blue,local used,automatic,Honda,CR-V,2008,Ibadan,"₦ 5,500,000"
Toyota Sienna CE & 1 hatch 2000 Green,local used,automatic,Toyota,Sienna,,Ikorodu,"₦ 3,780,000"
Kia Rio 2013 Black,local used,automatic,Kia,Rio,2013,Ilorin South,"₦ 3,900,000"
Land Rover Lr3 HSE 2006 Black,foreign used,automatic,Land,Rover,,Amuwo-Odofin,"₦ 6,500,000"
Toyota Camry 2006 Silver,local used,automatic,Toyota,Camry,2006,Ikorodu,"₦ 4,800,000"
Toyota Camry 2016 Black,foreign used,automatic,Toyota,Camry,2016,Ikeja,"₦ 16,200,000"
Hyundai Elantra 1.6 2009 Silver,local used,automatic,Hyundai,Elantra,,Ifako-Ijaiye,"₦ 3,700,000"
Honda Accord 2.2 D 2003 Black,local used,automatic,Honda,Accord,,Ikorodu,"₦ 3,164,062"
Jeep Liberty 2005 Silver,local used,automatic,Jeep,Liberty,2005,Gudu,"₦ 6,328,125"
Toyota Highlander 2001 Green,local used,automatic,Toyota,Highlander,2001,Ibadan,"₦ 6,600,000"
New Bestune T33 1.2 FWD 2022 Blue,new,automatic,New,Bestune,,Ojodu,"₦ 16,500,000"
Honda Pilot 2002 Red,local used,automatic,Honda,Pilot,2002,Ikorodu,"₦ 3,740,000"
Honda Accord 2008 Black,local used,automatic,Honda,Accord,2008,Ibadan,"₦ 5,400,000"
BMW X6 2011 Black,local used,automatic,BMW,X6,2011,Ibadan,"₦ 16,200,000"
Honda Civic 2007 Gold,local used,automatic,Honda,Civic,2007,Ilorin South,"₦ 4,000,000"
Nissan Vanette 2008 White,foreign used,automatic,Nissan,Vanette,2008,Ilorin South,"₦ 4,000,000"
Kia Sorento 2003 Black,foreign used,automatic,Kia,Sorento,2003,Ilorin South,"₦ 5,700,000"
Toyota Camry 2007 Silver,local used,automatic,Toyota,Camry,2007,Ilorin South,"₦ 7,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Black,foreign used,automatic,,,,Agege,"₦ 20,500,000"
Mercedes-Benz GLE43 3.0 AWD 2017 Black,foreign used,automatic,,,,Central Business District,"₦ 78,000,000"
Toyota Camry XLE 4dr Sedan (2.4L 4cyl 5A) 2005 Gray,foreign used,automatic,Toyota,Camry,,Lekki,"₦ 8,600,000"
Honda CR-V 2007 Black,local used,automatic,Honda,CR-V,2007,Ikeja,"₦ 6,050,000"
Honda Pilot 2005 Blue,local used,automatic,Honda,Pilot,2005,Garki 2,"₦ 5,400,000"
Honda Accord 2006 Matt Black,local used,automatic,Honda,Accord,2006,Central Business District,"₦ 4,104,000"
Ford F-150 2005 Blue,foreign used,automatic,Ford,F-150,2005,Ibadan,"₦ 8,250,000"
Honda Accord 2008 Burgandy,local used,automatic,Honda,Accord,2008,Lekki,"₦ 6,480,000"
Land Rover Range Rover Sport 2006 Gray,local used,automatic,Land,Rover,,Lekki,"₦ 8,640,000"
Honda Accord 2008 Black,local used,automatic,Honda,Accord,2008,Surulere,"₦ 5,800,000"
Toyota Camry 2012 Black,local used,automatic,Toyota,Camry,2012,Ilorin South,"₦ 7,800,000"
Toyota Highlander 2015 Black,local used,automatic,Toyota,Highlander,2015,Ilorin South,"₦ 26,000,000"
Honda Accord 2.4 Type S 2004 Silver,local used,automatic,Honda,Accord,,Ikeja,"₦ 3,250,000"
Lexus RX 350 2008 White,foreign used,automatic,Lexus,RX,,Ogba,"₦ 13,800,000"
Hyundai Sonata 2013 Black,local used,,Hyundai,Sonata,2013,Shomolu,"₦ 6,800,000"
Honda Accord 2008 Black,local used,automatic,Honda,Accord,2008,Ajah,"₦ 6,075,000"
Honda Pilot 2010 Black,foreign used,automatic,Honda,Pilot,2010,Kosofe,"₦ 11,440,000"
Chevrolet Spark 2013 Blue,foreign used,automatic,Chevrolet,Spark,2013,Mushin,"₦ 6,600,000"
Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2003 Blue,local used,automatic,Honda,Pilot,,Owerri,"₦ 2,530,000"
Infiniti FX35 2005 Black,local used,automatic,Infiniti,FX35,2005,Ogudu,"₦ 3,740,000"
Volkswagen Beetle 2012 Red,local used,automatic,Volkswagen,Beetle,2012,Wuse,"₦ 9,350,000"
Honda CR-V 2.0 Automatic 1999 Green,local used,automatic,Honda,CR-V,,Lugbe District,"₦ 2,700,000"
Mercedes-Benz GLE-Class 2016 White,foreign used,automatic,,,,Amuwo-Odofin,"₦ 72,000,000"
Nissan Almera 2014 Black,local used,automatic,Nissan,Almera,2014,Ilorin South,"₦ 5,000,000"
Lexus ES 2004 Gold,local used,automatic,Lexus,ES,2004,Ilorin South,"₦ 6,500,000"
Toyota Venza LE FWD 2013 Gray,local used,automatic,Toyota,Venza,,Ikorodu,"₦ 13,000,000"
Mazda MPV 2002 Gold,foreign used,automatic,Mazda,MPV,2002,Magodo,"₦ 7,600,000"
Lexus RX 2009 Silver,local used,automatic,Lexus,RX,2009,Central Business District,"₦ 9,500,000"
New Mercedes-Benz G-Class 2025 Black,new,automatic,New,Mercedes-Benz,,Central Business District,"₦ 570,000,000"
Hyundai Santa Fe Limited 4dr SUV AWD (3.3L 6cyl 6A) 2014 Black,foreign used,automatic,Hyundai,Santa,,Central Business District,"₦ 19,500,000"
Lexus LX 570 AWD 2018 Black,local used,automatic,Lexus,LX,,Magodo,"₦ 93,999,999"
Toyota RAV4 3.5 Limited 2010 Gold,local used,automatic,Toyota,RAV4,,Maryland,"₦ 11,000,000"
Mercedes-Benz GLC-Class 2017 Red,foreign used,automatic,,,,Isolo,"₦ 58,000,000"
Honda Accord 2006 Blue,local used,automatic,Honda,Accord,2006,Ogba,"₦ 3,780,000"
Toyota Avalon 2001 Red,local used,automatic,Toyota,Avalon,2001,Ikorodu,"₦ 3,520,000"
Honda Civic 2006 Silver,local used,automatic,Honda,Civic,2006,Gudu,"₦ 4,320,000"
Toyota RAV4 2001 Silver,local used,automatic,Toyota,RAV4,2001,Abeokuta North,"₦ 5,170,000"
Volkswagen Touareg 2008 Gray,local used,automatic,Volkswagen,Touareg,2008,Ojodu,"₦ 5,830,000"
Peugeot 508 2013 Black,local used,automatic,Peugeot,508,2013,Gudu,"₦ 8,800,000"
Mitsubishi L200 Double Cab 2.5 136hp 2013 White,local used,manual,Mitsubishi,L200,,Ilorin South,"₦ 5,800,000"
Toyota Highlander Limited V6 4x4 (3.5L 6cyl 6A) 2016 White,local used,automatic,Toyota,Highlander,,Surulere,"₦ 24,350,000"
Ford Edge 2012 Blue,local used,automatic,Ford,Edge,2012,Ojo,"₦ 6,300,000"
BMW 740 2012 Black,local used,automatic,BMW,740,2012,Lekki,"₦ 15,000,000"
Land Rover Lr3 HSE 2006 Black,local used,automatic,Land,Rover,,Alimosho,"₦ 3,500,000"
Honda Crosstour 2014 Black,foreign used,automatic,Honda,Crosstour,2014,Ajah,"₦ 13,921,875"
Honda Accord Crosstour 2010 Black,local used,automatic,Honda,Accord,,Jabi,"₦ 8,226,562"
Honda Accord 2003 Gray,local used,automatic,Honda,Accord,2003,Isolo,"₦ 2,910,937"
Honda City 2008 Black,local used,manual,Honda,City,2008,Ojodu,"₦ 2,025,000"
Mitsubishi Canter 2000 White,local used,automatic,Mitsubishi,Canter,2000,Enugu,"₦ 5,060,000"
Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2004 Red,local used,automatic,Honda,Pilot,,Ikorodu,"₦ 3,780,000"
Honda Accord 2007 Gold,local used,automatic,Honda,Accord,2007,Ilorin South,"₦ 3,200,000"
Lexus IS 250 2007 Black,foreign used,automatic,Lexus,IS,,Amuwo-Odofin,"₦ 14,500,000"
Mercedes-Benz C350 2009 Black,local used,automatic,,,,Central Business District,"₦ 8,500,000"
Ford Edge 2010 Black,local used,automatic,Ford,Edge,2010,Garki 2,"₦ 4,800,000"
Honda Accord EX 4dr Sedan (2.4L 4cyl 6M) 2015 Gray,foreign used,automatic,Honda,Accord,,Ilupeju,"₦ 14,500,000"
Hyundai Elantra 2019 Black,foreign used,automatic,Hyundai,Elantra,2019,Ilupeju,"₦ 17,000,000"
Mitsubishi Outlander ES S-AWC 2020 Silver,foreign used,automatic,Mitsubishi,Outlander,,Ilupeju,"₦ 26,000,000"
Hyundai Santa Fe SE Ultimate AWD 2018 Black,foreign used,automatic,Hyundai,Santa,,Ilupeju,"₦ 26,000,000"
Toyota Highlander Limited 4x4 V6 (3.5L 6cyl 8A) 2017 Blue,foreign used,automatic,Toyota,Highlander,,Ilupeju,"₦ 40,000,000"
Lexus RX 350 2010 Black,foreign used,automatic,Lexus,RX,,Ilupeju,"₦ 20,000,000"
Hyundai Tucson Limited AWD 2018 Black,foreign used,automatic,Hyundai,Tucson,,Ilupeju,"₦ 19,000,000"
Hyundai Santa Fe Limited AWD 2017 Silver,foreign used,automatic,Hyundai,Santa,,Ilupeju,"₦ 26,000,000"
Hyundai Kona 2021 White,foreign used,automatic,Hyundai,Kona,2021,Ilupeju,"₦ 18,000,000"
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2013 Silver,foreign used,automatic,Toyota,Avalon,,Ilupeju,"₦ 19,000,000"
Hyundai Tucson Limited AWD 2019 Blue,foreign used,automatic,Hyundai,Tucson,,Ilupeju,"₦ 28,000,000"
Toyota C-HR Limited 2021 White,foreign used,automatic,Toyota,C-HR,,Ilupeju,"₦ 28,000,000"
Lexus RX 350 2014 White,foreign used,automatic,Lexus,RX,,Ilupeju,"₦ 28,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2017 Gray,foreign used,automatic,Toyota,Camry,,Ilupeju,"₦ 18,000,000"
Ford Maverick 2023 Black,foreign used,automatic,Ford,Maverick,2023,Ilupeju,"₦ 38,000,000"
Toyota Highlander 2016 Silver,local used,automatic,Toyota,Highlander,2016,Lekki,"₦ 25,000,000"
Honda Accord 2.4 Type-S 2008 Black,local used,automatic,Honda,Accord,,Warri,"₦ 5,189,062"
Honda Accord 2008 Burgandy,local used,automatic,Honda,Accord,2008,Ajah,"₦ 5,280,000"
Honda Accord 2009 Gray,local used,automatic,Honda,Accord,2009,Ikeja,"₦ 5,142,500"
Honda Accord 2004 Red,local used,automatic,Honda,Accord,2004,Karu,"₦ 3,564,000"
Honda Civic 2006 Silver,local used,automatic,Honda,Civic,2006,Yaba,"₦ 5,076,000"
Volkswagen Passat 1995 Silver,local used,manual,Volkswagen,Passat,1995,Ikeja,"₦ 3,300,000"
Toyota Camry 2002 Silver,local used,automatic,Toyota,Camry,2002,Owerri,"₦ 4,860,000"
Chevrolet Suburban 2009 Black,local used,automatic,Chevrolet,Suburban,2009,Jabi,"₦ 30,800,000"
Honda Civic 2007 Silver,local used,automatic,Honda,Civic,2007,Ibadan,"₦ 3,630,000"
Daihatsu HIJET 1999 White,local used,manual,Daihatsu,HIJET,1999,Ilorin South,"₦ 2,700,000"
Toyota Highlander 2012 Green,local used,automatic,Toyota,Highlander,2012,Ilorin South,"₦ 13,500,000"
Toyota Camry 2017 Black,foreign used,automatic,Toyota,Camry,2017,Ilorin South,"₦ 15,900,000"
Toyota Picnic 1998 Gold,local used,automatic,Toyota,Picnic,1998,Ilorin South,"₦ 3,700,000"
Lexus RX 350 FWD 2017 Black,foreign used,automatic,Lexus,RX,,Amuwo-Odofin,"₦ 45,000,000"
Lexus RX 350 AWD 2015 White,local used,automatic,Lexus,RX,,Isolo,"₦ 18,500,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2023 Gray,foreign used,automatic,,,,Mabushi,"₦ 175,000,000"
Honda Pilot 2008 Blue,local used,automatic,Honda,Pilot,2008,Ojodu,"₦ 2,800,000"
Rover Land 2007 White,local used,automatic,Rover,Land,2007,Gudu,"₦ 6,800,000"
Audi Q5 2011 Black,local used,automatic,Audi,Q5,2011,Abeokuta North,"₦ 6,820,000"
Mercedes-Benz C240 2003 Silver,local used,automatic,,,,Onitsha,"₦ 4,895,000"
Toyota Sienna 1999 Gray,local used,automatic,Toyota,Sienna,1999,Akure,"₦ 3,300,000"
Honda Accord 2009 Red,local used,automatic,Honda,Accord,2009,Karu,"₦ 5,500,000"
Honda Pilot EX 4x2 (3.5L 6cyl 5A) 2006 Silver,local used,automatic,Honda,Pilot,,Ikorodu,"₦ 6,912,000"
Honda Accord 2004 Black,local used,automatic,Honda,Accord,2004,Ibadan,"₦ 3,780,000"
Audi A6 2008 Black,local used,automatic,Audi,A6,2008,Ilupeju,"₦ 8,800,000"
Acura MDX Sport Utility 2004 Gray,local used,automatic,Acura,MDX,,Uyo,"₦ 4,536,000"
Honda Pilot 2009 Black,local used,automatic,Honda,Pilot,2009,Gudu,"₦ 6,490,000"
Nissan Xterra 2003 Green,local used,automatic,Nissan,Xterra,2003,Isolo,"₦ 5,500,000"
Toyota RAV4 2010 Black,local used,automatic,Toyota,RAV4,2010,Ilorin South,"₦ 8,900,000"
Toyota Tundra 1794 Edition CrewMax 5.5' Bed 2023 Brown,foreign used,automatic,Toyota,Tundra,1794,Mabushi,"₦ 158,000,000"
Mercedes-Benz GLK-Class 350 2011 Black,foreign used,automatic,,,,Mabushi,"₦ 17,800,000"
Honda Civic 2006 Blue,local used,automatic,Honda,Civic,2006,Ibadan,"₦ 5,695,312"
Volvo XC90 2004 Green,local used,automatic,Volvo,XC90,2004,Onitsha,"₦ 5,500,000"
Toyota Highlander 2001 Red,local used,automatic,Toyota,Highlander,2001,Isolo,"₦ 5,500,000"
Honda Civic 2007 Blue,local used,automatic,Honda,Civic,2007,Surulere,"₦ 3,850,000"
Audi Q7 2009 Brown,foreign used,automatic,Audi,Q7,2009,Surulere,"₦ 17,600,000"
Honda Ridgeline RTS 4x4 Crew Cab 122 in. WB 2007 White,local used,automatic,Honda,Ridgeline,,Ikorodu,"₦ 6,600,000"
Peugeot 406 2005 Blue,local used,manual,Peugeot,406,2005,Ilorin South,"₦ 2,900,000"
Toyota Corolla S 2006 Gray,local used,automatic,Toyota,Corolla,,Ikeja,"₦ 7,000,000"
Mercedes-Benz GLA 250 2017 White,foreign used,automatic,,,,Ikeja,"₦ 29,000,000"
Toyota Corolla 2010 Gray,foreign used,automatic,Toyota,Corolla,2010,Ikotun/Igando,"₦ 13,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Red,foreign used,automatic,Toyota,Camry,,Central Business District,"₦ 13,920,000"
Honda Pilot 2005 Silver,local used,automatic,Honda,Pilot,2005,Ilupeju,"₦ 4,536,000"
Honda Civic 2008 Blue,local used,automatic,Honda,Civic,2008,Ibadan,"₦ 4,320,000"
Peugeot 307 2007 Blue,local used,automatic,Peugeot,307,2007,Gudu,"₦ 3,080,000"
Land Rover Range Rover 2007 Blue,local used,automatic,Land,Rover,,Ibadan,"₦ 7,700,000"
Acura MDX 2004 Black,local used,automatic,Acura,MDX,2004,Ikeja,"₦ 3,850,000"
Honda Crosstour 2010 Black,local used,automatic,Honda,Crosstour,2010,Port-Harcourt,"₦ 5,720,000"
Lexus ES 330 2003 Blue,local used,automatic,Lexus,ES,,Ilorin South,"₦ 5,200,000"
Nissan Primera 2002 Silver,local used,manual,Nissan,Primera,2002,Ilorin South,"₦ 2,950,000"
Hyundai Sonata 2011 Red,local used,automatic,Hyundai,Sonata,2011,Ilorin South,"₦ 8,900,000"
Pontiac Vibe 2009 Blue,local used,automatic,Pontiac,Vibe,2009,Ilorin South,"₦ 7,400,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Gray,local used,automatic,,,,Ogba,"₦ 12,350,000"
Toyota Camry L 4dr Sedan (2.5L 4cyl 6A) 2013 White,foreign used,automatic,Toyota,Camry,,Ikeja,"₦ 14,000,000"
Toyota Venza AWD 2011 Black,foreign used,automatic,Toyota,Venza,,Ikeja,"₦ 19,000,000"
Lexus ES 350 2012 Gray,foreign used,automatic,Lexus,ES,,Yaba,"₦ 15,750,000"
Toyota Yaris 1.4 D-4D C 2004 Silver,local used,manual,Toyota,Yaris,,Benin City,"₦ 1,700,000"
Mercedes-Benz E240 2003 Gray,foreign used,automatic,,,,Abule Egba,"₦ 9,000,000"
Mercedes-Benz C300 Luxury Sedan RWD (3.0L 6cyl 7A) 2011 Off white,local used,automatic,,,,Lekki,"₦ 6,200,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Gold,local used,automatic,Toyota,Camry,,Enugu,"₦ 8,000,000"
Buick Encore 2016 White,local used,automatic,Buick,Encore,2016,Ogba,"₦ 31,640,625"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Black,local used,automatic,Toyota,Camry,,Ikeja,"₦ 5,300,000"
Peugeot 301 2013 Gray,local used,automatic,Peugeot,301,2013,Alimosho,"₦ 6,820,000"
Kia Optima 2009 Black,local used,manual,Kia,Optima,2009,Ibadan,"₦ 4,950,000"
Toyota Sequoia 2001 Black,local used,automatic,Toyota,Sequoia,2001,Lugbe District,"₦ 4,400,000"
Toyota Camry 1999 Gray,local used,automatic,Toyota,Camry,1999,Lugbe District,"₦ 2,916,000"
Land Rover Lr3 2006 Black,local used,automatic,Land,Rover,,Amuwo-Odofin,"₦ 8,250,000"
Land Rover Range Rover Sport 2006 Green,local used,automatic,Land,Rover,,Lekki,"₦ 7,700,000"
Subaru Tribeca 2008 Gray,local used,automatic,Subaru,Tribeca,2008,Abule Egba,"₦ 3,850,000"
Honda Pilot 2005 Silver,local used,automatic,Honda,Pilot,2005,Ikotun/Igando,"₦ 3,599,750"
Mercedes-Benz GLC-Class 2018 Burgundy,foreign used,automatic,,,,Lekki,"₦ 37,500,000"
Toyota Camry 2012 Red,local used,automatic,Toyota,Camry,2012,Ilorin South,"₦ 12,700,000"
Ford Focus S 2011 Gray,local used,automatic,Ford,Focus,,Ilorin South,"₦ 4,600,000"
Toyota Corolla 2007 Black,local used,automatic,Toyota,Corolla,2007,Ilorin South,"₦ 5,500,000"
Honda CR-V 2005 Blue,local used,automatic,Honda,CR-V,2005,Ilorin South,"₦ 2,900,000"
Toyota 4-Runner 2004 Silver,local used,automatic,Toyota,4-Runner,2004,Agege,"₦ 7,500,000"
Lexus ES 350 2008 Silver,foreign used,automatic,Lexus,ES,,Ikeja,"₦ 11,700,000"
Honda Accord Coupe EX-L V6 Automatic 2009 Black,local used,automatic,Honda,Accord,,Surulere,"₦ 5,650,000"
Lexus RX 350 AWD 2016 Black,local used,automatic,Lexus,RX,,Mabushi,"₦ 38,000,000"
Lexus ES 350 2008 Silver,local used,automatic,Lexus,ES,,Ikeja,"₦ 7,850,000"
Ford Edge 2013 White,local used,automatic,Ford,Edge,2013,Ikeja,"₦ 8,500,000"
Lexus GX 2017 Black,local used,automatic,Lexus,GX,2017,Surulere,"₦ 52,000,000"
Toyota Camry 1997 Black,local used,automatic,Toyota,Camry,1997,Ibadan,"₦ 2,750,000"
Honda Pilot 2009 Black,foreign used,automatic,Honda,Pilot,2009,Port-Harcourt,"₦ 12,100,000"
Kia Optima 2007 Black,local used,automatic,Kia,Optima,2007,Ikotun/Igando,"₦ 3,850,000"
Honda Element 2004 Green,local used,automatic,Honda,Element,2004,Ilorin South,"₦ 4,000,000"
Hyundai Sonata 2015 Red,local used,automatic,Hyundai,Sonata,2015,Ilorin South,"₦ 11,800,000"
Honda Accord 2008 Gray,local used,automatic,Honda,Accord,2008,Ilorin South,"₦ 4,200,000"
Toyota Camry 2001 Gold,local used,automatic,Toyota,Camry,2001,Ilorin South,"₦ 2,800,000"
Honda Crosstour 2011 Red,local used,automatic,Honda,Crosstour,2011,Ilorin South,"₦ 6,700,000"
Toyota Matrix 2005 Red,local used,automatic,Toyota,Matrix,2005,Ilorin South,"₦ 5,000,000"
Toyota Camry XSE V6 4dr Sedan (3.5L 6cyl 6A) 2016 Black,local used,automatic,Toyota,Camry,,Lekki,"₦ 14,950,000"
Mercedes-Benz E230 1995 Black,local used,manual,,,,Ilorin South,"₦ 2,200,000"
Mercedes-Benz A-Class A 220 2019 White,foreign used,automatic,,,,Amuwo-Odofin,"₦ 40,800,000"
Hyundai Sonata SE Sedan FWD (2.4L 4cyl 6A) 2013 White,foreign used,automatic,Hyundai,Sonata,,Ikeja,"₦ 13,000,000"
Honda Accord Sedan EX-L 2012 White,local used,automatic,Honda,Accord,,Ikoyi,"₦ 6,150,000"
Hyundai Ix35 2011 Black,local used,automatic,Hyundai,Ix35,2011,Agege,"₦ 10,500,000"
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Gray,foreign used,automatic,,,,Mabushi,"₦ 28,000,000"
Honda CR-V 2010 Red,local used,automatic,Honda,CR-V,2010,Ikeja,"₦ 6,750,000"
Hyundai Sonata 2012 Black,local used,automatic,Hyundai,Sonata,2012,Ikeja,"₦ 7,650,000"
Lexus RX 350 AWD 2017 Burgundy,foreign used,automatic,Lexus,RX,,Lekki,"₦ 43,500,000"
Infiniti QX60 2014 Black,foreign used,automatic,Infiniti,QX60,2014,Amuwo-Odofin,"₦ 25,000,000"
Hyundai Santa Fe 2015 Gray,foreign used,automatic,Hyundai,Santa,,Gbagada,"₦ 17,800,000"
Toyota Camry 2.4 SE Automatic 2008 Silver,local used,automatic,Toyota,Camry,,Ikeja,"₦ 8,200,000"
Kia Optima 2009 Black,local used,automatic,Kia,Optima,2009,Ogba,"₦ 4,400,000"
Honda Civic 1.8i-VTEC EXi 2006 Black,local used,automatic,Honda,Civic,,Port-Harcourt,"₦ 4,180,000"
Kia Sorento 2011 Brown,foreign used,automatic,Kia,Sorento,2011,Ikeja,"₦ 11,000,000"
Infiniti Q60 2016 Blue,foreign used,automatic,Infiniti,Q60,2016,Lekki,"₦ 22,110,000"
Mazda 3 2008 Gray,local used,automatic,Mazda,3,2008,Akure,"₦ 4,400,000"
Infiniti QX56 2006 Silver,foreign used,automatic,Infiniti,QX56,2006,Surulere,"₦ 12,100,000"
Toyota Highlander 2002 Red,local used,automatic,Toyota,Highlander,2002,Ilorin South,"₦ 5,500,000"
Mercedes-Benz M Class ML 350 AWD 4Matic (3.5L V6 7A) 2006 Silver,local used,automatic,,,,Ilorin South,"₦ 9,800,000"
Toyota C-HR 2021 White,foreign used,automatic,Toyota,C-HR,2021,Gwarinpa,"₦ 42,000,000"
Toyota Highlander 2005 Silver,foreign used,automatic,Toyota,Highlander,2005,Agege,"₦ 13,500,000"
Toyota Camry 2006 Blue,local used,automatic,Toyota,Camry,2006,Oshimili South,"₦ 5,500,000"
Hyundai Santa Fe 2013 Black,local used,automatic,Hyundai,Santa,,Ikeja,"₦ 14,000,000"
Toyota Sienna 2007 Gray,foreign used,automatic,Toyota,Sienna,2007,Gwarinpa,"₦ 9,500,000"
Mercedes-Benz E300 2017 White,foreign used,automatic,,,,Katampe,"₦ 35,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gray,local used,automatic,Toyota,Camry,,Ikeja,"₦ 8,000,000"
Honda Accord 2008 Silver,local used,automatic,Honda,Accord,2008,Lekki,"₦ 5,616,000"
Honda Accord 2006 Gold,local used,automatic,Honda,Accord,2006,Benin City,"₦ 3,780,000"
Chrysler Town&Country 2005 Blue,local used,automatic,,,,Alimosho,"₦ 6,600,000"
Toyota Corolla LE 2004 Black,local used,automatic,Toyota,Corolla,,Ikeja,"₦ 4,800,000"
Honda Accord 2007 Blue,local used,automatic,Honda,Accord,2007,Ikeja,"₦ 3,800,000"
Honda Accord 2009 Black,local used,automatic,Honda,Accord,2009,Lekki,"₦ 4,950,000"
Lincoln MKX 2009 Black,local used,automatic,Lincoln,MKX,2009,Amuwo-Odofin,"₦ 12,100,000"
Honda Civic 2003 Gold,local used,automatic,Honda,Civic,2003,Isolo,"₦ 2,569,597"
Kia Cerato 2014 Black,local used,automatic,Kia,Cerato,2014,Asokoro,"₦ 9,180,000"
Toyota Sienna 2001 Gold,local used,automatic,Toyota,Sienna,2001,Ilorin South,"₦ 3,700,000"
Nissan X-Trail 2006 Silver,local used,automatic,Nissan,X-Trail,2006,Ilorin South,"₦ 5,500,000"
Toyota Camry 2007 Black,local used,automatic,Toyota,Camry,2007,Ilorin South,"₦ 5,300,000"
Toyota Highlander 2004 Gold,local used,automatic,Toyota,Highlander,2004,Ilorin South,"₦ 5,950,000"
Lexus IS 2007 Black,local used,automatic,Lexus,IS,2007,Katampe,"₦ 8,400,000"
Mercedes-Benz GLK-Class 2015 Gray,local used,automatic,,,,Katampe,"₦ 19,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Silver,local used,automatic,Toyota,Camry,,Ogba,"₦ 7,500,000"
Mercedes-Benz GLB-Class GLB 250 4MATIC 2021 White,foreign used,automatic,,,,Agege,"₦ 49,000,000"
BMW 7 Series 750i 4dr Sedan (4.4L 8cyl Turbo 8A) 2015 Black,local used,automatic,BMW,7,,Gwarinpa,"₦ 12,000,000"
Honda CR-V 2.4 EX Automatic 2009 Silver,foreign used,automatic,Honda,CR-V,,Central Business District,"₦ 10,170,000"
Toyota Venza 2015 Silver,foreign used,automatic,Toyota,Venza,2015,Katampe,"₦ 28,000,000"
Toyota Corolla 2003 Gold,local used,automatic,Toyota,Corolla,2003,Agege,"₦ 5,500,000"
Mercedes-Benz M Class 2012 Gray,foreign used,automatic,,,,Katampe,"₦ 27,000,000"
Kia Rio EX 4dr Hatchback (1.6L 4cyl 6A) 2013 Brown,local used,automatic,Kia,Rio,,Lokogoma,"₦ 7,500,000"
Mercedes-Benz CLA-Class AMG CLA 45 4MATIC Sedan 2015 Black,foreign used,automatic,,,,Lokogoma,"₦ 19,500,000"
Toyota Camry 2012 Silver,local used,automatic,Toyota,Camry,2012,Gbagada,"₦ 11,500,000"
Mercedes-Benz C300 2015 Black,foreign used,automatic,,,,Gbagada,"₦ 26,000,000"
Mercedes-Benz CLS 350 CDi 2008 Black,local used,automatic,,,,Katampe,"₦ 5,300,000"
Lexus ES 350 2008 Black,local used,automatic,Lexus,ES,,Ikeja,"₦ 8,500,000"
